FLORACODE,KEY,SOURCE,SURVEYNAME,SIGHTINGDATE,DATEACCURACY,OBSERVER,NUMOBSERVED,MUSEUMHERBMNR,RELIABDESC,AMGZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPRELIABCODE,NSXCODE,SPECIES,FAMILYNAME,COMNAME1,SIGHTINGCOMM,HABITATCOMM,LOCATIONCOMM,RESERVENAME,ISINDIGENOUSFLAG
RVPO68597-300256,RVPO68597-300256,RV,,17/9/03,D,MASON S.J. Sam | OBST C.S. Chris,present but not counted,,501-1000m,54,412884,6201387,-34.32512871,140.0530456,P,Z00219,Hordeum leporinum,GRAMINEAE,Wall Barley-grass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland,Moorook RD 3.4 km ESE of Holder Siding,,N
SUP16709-27446,SUP16709-27446,SU,NORTH  EASTERN EYRE PENINSULA,13/11/98,D,MURFET D.E. Denzel | TAPLIN R.L. Rosemary,present but not counted,,5-50m,53,709146,6282021,-33.58103,137.25353,Y,W00943,Exocarpos aphyllus,SANTALACEAE,Leafless Cherry,,,350m south of bend in road north of samphire 40m into Myoporum platycarpum / Geijera linearifolia site - 1.65km from bend south.,,Y
OPP859765-13,OPP859765-13,OP,EXPERIMENTAL VEG MANAGEMENT AT MOKOTA CP,19/11/02,D,PRESCOTT A.M. Ann,present but not counted,,5-50m,54,309621,6285296,-33.55503,138.94926,Y,G02491,Asperula conferta,RUBIACEAE,Common Woodruff,Present in 1 of 50 subquadrats,,Mokota Conservation Park,Mokota (CP),Y
OPP324866-1499581,OPP324866-1499581,OP,MLR GRID WEED SURVEYS (NPWSA),23/7/99,D,TE T. Thai,present but not counted,,101-250m,54,290722,6137478,-34.88355,138.71004,Y,Y03196,Hypochaeris glabra,COMPOSITAE,Smooth Cat's Ear,BRAUN_BLANQUET_DENSITY = 5,,598,Black Hill (CP),N
OPP846430-133,OPP846430-133,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,8/2/19,D,PICKETT M.I. Marcus,Present but not counted,,251-500m,54,291700,6134050,-34.91464,138.71988,Y,W05367,Tricoryne elatior,LILIACEAE,Yellow Rush-lily,NW corner,See other comments,Morialta Vineyards (Norton Summit Rd) FIMS ID 623 (1 km NW of Norton Summit),,Y
SUP14025-23,SUP14025-23,SU,STONY DESERTS,1/3/96,D,ARNOTT D.S. Dale | O'CONNOR P.J. Patrick,present but not counted,,51-100m,53,643220,6852110,-28.44969,136.46266,Y,A03336,Streptoglossa adscendens,COMPOSITAE,Desert Daisy,,,6.8 km NNW from Four Hills Trig.,,Y
SUP16115-32688-AD99838073,SUP16115-32688-AD99838073,SU,ANANGU PITJANTJATJARA LANDS,19/10/96,D,CANTY P.D. Peter | PILLMAN S.J. Stuart | LANG P.J. Peter,present but not counted,AD99838073,51-100m,52,586615,7009137,-27.03727,129.87327,Y,Y03188,Rhodanthe stricta,COMPOSITAE,Slender Everlasting,,,,,Y
OPP798920-129,OPP798920-129,OP,BDBSA RESERVES DATABASE,17/7/91,D,BARRATT R.R. Rick | CARPENTER G.A. Graham,present but not counted,,1-10km,53,674020,6307376,-33.35877,136.87033,Y,M05830,Melaleuca lanceolata,MYRTACEAE,Dryland Tea-tree,Name changed to binomial because subspecies thaeroides is not accepted. Original species number preserved.,**Birds** Crested Bellbird Brush Bronzewing Shy Hylacola Blue-breasted Fairy-wren Chestnut Quailthrush Tawny-crowned Honeyeater Jacky Winter all recorded suitable for Malleefowl Grey Currawong**Environmental Association** = 21% (Yalarna) & 16% (Me,GLYNN : 24 25 26 27. 2 areas separated only by a minor road reserve.,774 (HA),Y
OPP427707-22,OPP427707-22,OP,VEG MONITORING DEEP CREEK CP,8/6/09,D,ROCHE M. Maurice | ORMOND S. Sarah,present but not counted,,101-250m,54,254373,6054293,-35.62466,138.2878,Y,Q10796,Poa sp.,GRAMINEAE,Meadow-grass/Tussock-grass,,,200m west of locked gate at end of McGregor rd (boat harbour park boundary),Deep Creek (CP),Y
OPP726275-1,OPP726275-1,OP,CHANNEL COUNTRY PROJECT,5/5/14,D,GILLEN J.S. Jake,present but not counted,,51-100m,54,300222,7048754,-26.66809,138.99253,Y,G01615,Acacia salicina,LEGUMINOSAE,Willow Wattle,Plant life form code LB also present.,,Clifton Hills StationTepamimie WH. Transect bearing = 318 degrees.,,Y
OPP822055-1,OPP822055-1,OP,PIKE AND KATARAPKO TREE CONDITION,28/3/18,D,WALSH R. Richard | FULTON C. Christopher,1,,5-50m,54,458543,6195771,-34.37861,140.54907,Y,Z01619,Acacia stenophylla,LEGUMINOSAE,River Cooba,,,Site recorded as: K39. Also referenced as Transect 62.,Murray River (NP),Y
OPP799071-66,OPP799071-66,OP,BDBSA RESERVES DATABASE,22/10/91,D,BARRATT R.R. Rick | CROFT T.S. Tim,present but not counted,,501-1000m,54,351276,6098153,-35.24869,139.36529,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,,**Birds** Elegant ParrotPeaceful DoveSthn Scrub-RobinYellow-rumped Padalote all recorded 22/10/91 & also suitable for Striped H-E W-W Chough Brush BronzewingMallee RingneckPurple-gaped H-E**Environmental Association** 3% (Wood Hill = 2.3.13)**Hun,BRINKLEY : P78,693 (HA),N
OPP399195-18,OPP399195-18,OP,MOKOTA CP VEGETATION MONITORING,5/11/09,D,ROBERTSON M.A. Meg | O'MALLEY P. Pam,present but not counted,,5-50m,54,310989,6285972,-33.54918,138.96413,Y,G06071,Crassula colligata ssp.,CRASSULACEAE,,Present in 6 subquadrats,,Mokota Conservation Park northeastern section off White Hill Road,Mokota (CP),Y
OPP949804-8,OPP949804-8,OP,SCIENTIFIC PERMIT DATA - APPROVED,12/2/14,D,ALLEN J.P. Jim,present but not counted,,0-5m,54,355600,6178606,-34.52411,139.42669,Y,E05598,Senna artemisioides ssp. petiolaris,LEGUMINOSAE,,,,Yookamurra Wildlife Sanctuary,,Y
SUP6205-25-AD99248025,SUP6205-25-AD99248025,SU,TEMPERATE GRASSLANDS - WWF,29/10/92,D,HYDE M.K. Michael,present but not counted,AD99248025,51-100m,54,312722,6338479,-33.07617,138.99366,Y,C04701,Teucrium racemosum,LABIATAE,Grey Germander,,,10km NE from Terowie.,,Y
OPP850906-1,OPP850906-1,OP,KANGAROO ISLAND NARROW-LEAVED MALLEE TEC,17/12/18,D,WIADROWSKI R. Rory,1,,0-5m,53,737720,6038040,-35.77298,137.62978,Y,E04578,Asparagus declinatus,LILIACEAE,,,,Redbanks Road / Hog Bay Road intersection,,N
RVPO79629-356916,RVPO79629-356916,RV,,16/7/04,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,501-1000m,54,389663,6165818,-34.64361683,139.7960803,P,C04921,Dodonaea viscosa ssp. angustissima,SAPINDACEAE,Narrow-leaf Hop-bush,Collected using the DEWNR Roadside Vegetation Survey Methodology,Dodonaea viscosa ssp. angustissima +/- Acacia nyssophylla +/- Senna artemisioides ssp. petiolaris Shrubland,Bakara Well RD 1.9 km ENE of Bakara,,Y
OPP591700-1,OPP591700-1,OP,DEFEATING THE WEED MENACE-ONGROUND WORKS,28/8/14,D,NOT ENTERED - SEE ORIGINAL DATA  -,1,,5-50m,54,384442,5982953,-36.29148,139.71312,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,treated with grasslan applied. Herbicide applied from helicopter,,,Coorong (NP),N
OPP801405-5,OPP801405-5,OP,BDBSA RESERVES DATABASE,5/8/02,D,CARPENTER G.A. Graham | SQUIRE E. Eva,present but not counted,,501-1000m,53,728961,6195621,-34.35547,137.48946,Y,W01427,Hornungia procumbens,CRUCIFERAE,Oval Purse,,,,1293 (HA),N
OPP496783-1,OPP496783-1,OP,SAMDB NRMB PEST OPS,4/7/11,D,BALTUSSEN S. Steve,present but not counted,,5-50m,54,402803,6121844,-35.04143,139.93433,Y,A00388,Cenchrus longispinus,GRAMINEAE,Spiny Burr-grass,DENSITY = 1 - 10 percent.SITE STATUS = Active.Source = Mallee & Coorong.,,,,N
OPP799290-102,OPP799290-102,OP,BDBSA RESERVES DATABASE,1/11/94,M,DENDY T. Tim,present but not counted,,1-10km,54,389384,6008189,-36.06459,139.7717,Y,Y04340,Goodenia blackiana,GOODENIACEAE,Native Primrose,,,,Messent (CP),Y
RVPO3897-14635,RVPO3897-14635,RV,,3/12/97,D,CLARK P. Pat | CLARK E. Etta,present but not counted,,1-10km,54,293984,6167602,-34.61277282,138.7530711,P,E10106,Avena sp.,GRAMINEAE,Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by exotic species,Gawler - Kersbrook RD 0.4 km ESE of Gawler South (suburb centre),,N
RVPO74646-331384,RVPO74646-331384,RV,,13/1/04,D,PLAYFAIR R.M. Roger,present but not counted,,501-1000m,54,322823,6176501,-34.53795256,139.0692919,P,W10147,Brassica sp.,CRUCIFERAE,,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus camaldulensis Open Forest,Angaston - Birdwood RD 3.5 km NNW of Mount McKenzie,,N
SUP13765-8,SUP13765-8,SU,HAPPY VALLEY DISTRICT COUNCIL,21/11/94,D,ROBERTSON M.A. Meg,present but not counted,,51-100m,54,287572,6119648,-35.04355,138.67105,Y,A04208,Bursaria spinosa ssp. spinosa,PITTOSPORACEAE,Sweet Bursaria,,,Woodcutters Unmade Road. 2 km N from Cherry Gardens. Quadrat located in triangular part of road reserve in unmade from track - cross drainge line and follow ridge to quadrat.,,Y
OPP421596-35,OPP421596-35,OP,FORESTRY SA FLORA AND FAUNA RECORDS,12/10/10,D,PICKETT M.I. Marcus,present but not counted,,501-1000m,54,302780,6157233,-34.70794,138.84653,Y,Y01756,Pultenaea largiflorens,LEGUMINOSAE,Twiggy Bush-pea,Number observed 1-10,Veg type 1 - Eucalyptus goniocalyxmid open mallee forest to open forest / sparse low trees / ﾱ sparse low shrubs / low shrubs closed in places. Veg type 2 - E. goniocalyx ﾱ E. fasciculosa tall mallee woodland to mid open forest / sparse low trees / ﾱ sparse low shrubs / closed low shrubs / sparse l,KE6 29.8 HA Kersbrook NFR,Kersbrook (NF),Y
RVPO63837-273505,RVPO63837-273505,RV,,22/10/02,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,101-250m,54,468105,6212367,-34.22928389,140.653693,P,K03913,Avena barbata,GRAMINEAE,Bearded Oat,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus oleosa Mallee,Sturt HWY 3 km WSW of Old Calperum,,N
SUP1840-1,SUP1840-1,SU,SE COAST,2/11/86,D,COPLEY P.B. Peter | CANTY P.D. Peter,present but not counted,,51-100m,54,424432,5848986,-37.50297,140.14504,Y,Y00160,Phragmites australis,GRAMINEAE,Common Reed,,,7.5 km NE from Cape Buffon.,,Y
OPP615608-1,OPP615608-1,OP,DEFEATING THE WEED MENACE-ONGROUND WORKS,6/5/14,D,NOT ENTERED - SEE ORIGINAL DATA  -,1,,5-50m,54,385252,5981312,-36.30637,139.7219,Y,M02662,Lycium ferocissimum,SOLANACEAE,African Boxthorn,treated with grasslan applied. Herbicide applied from helicopter,,,Coorong (NP),N
SUP29940-258583,SUP29940-258583,SU,BMA MLR GENERAL SVY,11/8/07,D,CROFT S.J. Sonia | PRESCOTT A.M. Ann,present but not counted,,251-500m,54,241500,6054550,-35.61906,138.14589,Y,A01876,Geranium retrorsum,GERANIACEAE,Grassland Geranium,,,GPS taken from approximate centre of property. Whole property surveyed as part of the Talisker-Cape Jervis precinct Project conducted by Ann Prescott and Sonia Croft.,247 (HA),Y
RVPO56586-240954,RVPO56586-240954,RV,,27/9/02,D,PRYDE C. A. Cathy | ANDERSON R.J. Bob,present but not counted,,251-500m,54,481552,5855113,-37.45064862,140.7914312,P,C00281,Holcus lanatus,GRAMINEAE,Yorkshire Fog,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus camaldulensis Woodland,Wolseley to Mount Gambier RAIL 4.3 km NNE of Krongart,,N
OPP728622-85,OPP728622-85,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,26/5/17,D,PICKETT M.I. Marcus,present but not counted,,251-500m,54,296850,6129450,-34.95713,138.77509,Y,C00281,Holcus lanatus,GRAMINEAE,Yorkshire Fog,,see other comments,Carey Gully - Boundary Drive (Private land) (2.7 km E of Uraidla),,N
RVPO11482-43677,RVPO11482-43677,RV,,19/11/98,D,CLARK P.D. Peter | BEVAN K. Kirsty,present but not counted,,1-10km,53,574448,6282777,-33.59213507,135.8023442,P,M20166,Salvia verbenaca var.,LABIATAE,Wild Sage,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus socialis Mallee,Lock - Cowell RD 5.1 km ESE of Lock,,N
SUP619-17,SUP619-17,SU,EYRE PENINSULA (DEP 1977),26/1/78,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,,53,496129,6347671,-33.00939,134.95856,Y,K02769,Eremophila crassifolia,MYOPORACEAE,Thick-leaf Emubush,,,45km W from Pygery.,273 (HA),Y
SUP13367-2,SUP13367-2,SU,STONY DESERTS,15/11/95,D,CANTY P.D. Peter | SPACKMAN S.L. Sarah,present but not counted,,51-100m,53,498030,7067460,-26.51338,134.98023,Y,S01133,Atriplex incrassata,CHENOPODIACEAE,Oodnadatta Saltbush,,,8.8 km SSE from Top Camp Well.,,Y
OPP57429-1798742,OPP57429-1798742,OP,PAMS - PARK ASSET DATABASE,2/11/01,D,QUARMBY J. Joe,present but not counted,,501-1000m,54,280825,6118850,-35.04929,138.59693,Y,G02327,Gonocarpus elatus,HALORAGACEAE,Hill Raspwort,General Comment= Survey Point 161; Reserve type= RP; Reserve Code= 16; PAMS_PARK_ID= 239; Age class= mature; Braun-Blanquet= 2; Location= east;Location_C= b19; Date_Stamp= 24-Jan-02;,,,Sturt Gorge (RP),Y
SUP9219-54,SUP9219-54,SU,REMNANT VEG OF STH FLEURIEU PENINSULA,15/10/87,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,No entered,54,276912,6061148,-35.56826,138.53835,Y,M02890,Goodenia ovata,GOODENIACEAE,Hop Goodenia,,,,,Y
RVPO57538-244986,RVPO57538-244986,RV,,7/5/02,D,KUBISCH R.V. Ronald,present but not counted,,501-1000m,54,303299,6211156,-34.22209196,138.8646116,P,U03334,Sonchus oleraceus (NC),COMPOSITAE,Common Sow-thistle,Collected using the DEWNR Roadside Vegetation Survey Methodology,Acacia paradoxa  Open Shrubland,Hyde Dale RD 1.3 km WSW of Hamilton,,N
OPP799345-65,OPP799345-65,OP,BDBSA RESERVES DATABASE,1/1/96,Y,CROFT T.S. Tim,present but not counted,,1-10km,54,395700,5972772,-36.38453,139.8371,Y,S02293,Melaleuca halmaturorum,MYRTACEAE,Swamp Paper-bark,,,,Tilley Swamp (CP),Y
OPP953433-56,OPP953433-56,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,17/10/19,D,PICKETT M.I. Marcus,Present but not counted,,251-500m,54,290800,6121800,-35.02483,138.70696,Y,G01067,Cerastium glomeratum,CARYOPHYLLACEAE,Common Mouse-ear Chickweed,,Eighteen vegetation types recorded mostly mid open forest dominated by Eucalyptus obliqua &/or E. baxteri (as +/- scattered low trees to mid woodland in places). Known/potential habitat for regionally/state/nationally listed fauna species of conservation significance including (not exhaustive):  Sc,Heathfield Council Depot / WWTP B2 FIMS ID 615 (0.5 km SW of Heathfield).Heathfield Council Depot (Adelaide Hills Council); Heathfield Wastewater Treatment Plant (SA Water); private (Haines),,N
RVPO83950-379642,RVPO83950-379642,RV,,3/9/06,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,251-500m,54,432174,6087213,-35.35607635,140.2534732,P,C04577,Asparagus asparagoides (NC),LILIACEAE,Bridal Creeper,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus incrassata / E. phenax ssp. phenax Mallee,Parrakie North RD 2.7 km NNE of Parrakie,,N
OPP845578-10,OPP845578-10,OP,RIVER TORRENS LINEAR PARK WEED SURVEY,14/8/13,D,ENVIRONMENTAL BIODIVERSITY SERVICES | BROWN T. Tonia | EVERITT A. N/A,present but not counted,,No entered,54,282126,6135400,-34.90047,138.61551,Y,W01727,Medicago truncatula,LEGUMINOSAE,Barrel Medic,Infestation Description (patch no. individuals) =Patch; Weed Type = PATCH; Risk to asset? (Y/N) = NO; Priortisation Rating = P2,,Coordinates taken from start; LGA = Norwood Payneham and St. Peters; MAP ID = 341; Management Unit = NPSP5,,N
SUP12278-7,SUP12278-7,SU,GAMMON RANGES (NCSSA),19/9/93,D,BEN KAHN A. Ali | VONOW H.P. Helen,present but not counted,,51-100m,54,354053,6616658,-30.57367,139.47803,Y,Z01183,Maireana astrotricha,CHENOPODIACEAE,Low Bluebush,,,1.2km NW from Mulga Bore. 1.2km WNW of Mulga Bore or 4.4km SE of gate by turnoff to N3/34 (just NW of mulga grove),Vulkathunha-Gammon Ranges (NP),Y
SUP12186-21,SUP12186-21,SU,STONY DESERTS,8/11/94,D,ROBINSON A.C. Tony | BARRATT R.R. Rick,present but not counted,,51-100m,54,288124,6730733,-29.53511,138.8136,Y,Z02195,Lythrum hyssopifolia,LYTHRACEAE,Lesser Loosestrife,,,5 km E from Lake Arthur.,,Y
RVPO83385-376672,RVPO83385-376672,RV,,31/8/06,D,POUND L.M. Leanne | OBST C.S. Chris,present but not counted,,1-10km,54,439617,6066707,-35.54144037,140.3338645,P,Q02276,Leptospermum coriaceum,MYRTACEAE,Dune Tea-tree,Collected using the DEWNR Roadside Vegetation Survey Methodology,Babingtonia behrii / Leptospermum coriaceum Shrubland,Garra North RD 5.4 km NNE of Mount Timothy (summit),,Y
RVPU80408-122545,RVPU80408-122545,RV,,1/6/05,D,PRESTON C.A. Cathy | ANDERSON R.J. Bob,present but not counted,,251-500m,53,761615,6233216,-34.00909726,137.8327921,P,M01862,Oxalis pes-caprae,OXALIDACEAE,Soursob,Collected using the DEWNR Roadside Vegetation Survey Methodology,Exotic Grassland / Herbland,Wallaroo - Port Wakefield RD 0.4 km NNW of Thrington,,N
OPP650664-25,OPP650664-25,OP,CLLMM BIRD AND VEGETATION ASSESSMENT,25/10/15,D,CROFT S.J. Sonia,present but not counted,,251-500m,54,297205,6068405,-35.50724,138.76393,Y,M00526,Lepidosperma carphoides,CYPERACEAE,Black Rapier-sedge,Spp RecordID:7159|,Nil habitat comments recorded.,|Source ProjectID:3|Source WaypointID:500|Access Notes:heritage agreement block between Port Elliot Road and Goftview Road Goolwa Beach|TreatID:Remnant|Planted Year:Remnant|,39 (HA),Y
RVPO66631-290310,RVPO66631-290310,RV,,11/10/02,D,SMYTH J. John | O'CONNOR H. Hazel,present but not counted,,,,,,,,P,Y03320,Senecio pterophorus,COMPOSITAE,African Daisy,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus cladocalyx Woodland with heath understorey,Borlase RD,,N
RVPU25197-24769,RVPU25197-24769,RV,,30/11/99,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,251-500m,53,560425,6306218,-33.38160797,135.6496452,P,A01508,Pittosporum angustifolium,PITTOSPORACEAE,Native Apricot,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus oleosa Mallee,Tod HWY 1.9 km SSE of Gypsum Hill (summit),,Y
RVPO43786-189988,RVPO43786-189988,RV,,24/9/01,D,DUNBAR K.R. Kelly | COOLING M.P. Marcus,present but not counted,,51-100m,54,488490,6011089,-36.0446738,140.8722163,P,C15065,Gramineae sp.,GRAMINEAE,Grass Family,Collected using the DEWNR Roadside Vegetation Survey Methodology,Grassland dominated by alien species +/- emergent native shrubs +/- emergent Eucalyptus spp.,Red Bluff RD 11.4 km NNE of Senior,,Y
OPP562242-25,OPP562242-25,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,10/10/12,D,BEY S. Simon,present but not counted,,101-250m,53,561000,6162700,-34.67586,135.66586,Y,W00943,Exocarpos aphyllus,SANTALACEAE,Leafless Cherry,,,,,Y
OPP984611-7,OPP984611-7,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,21/10/19,D,HEFFORD V. Victoria | SLIPPER M. Mandy,Present but not counted,,101-250m,54,292519,6143992,-34.82522,138.7313,Y,W03627,Allocasuarina muelleriana ssp. muelleriana,CASUARINACEAE,Common Oak-bush,dominant on upper slopes,,Anstey Hill (Secret River) PB,Anstey Hill (RP),Y
RVPO22294-95294,RVPO22294-95294,RV,,18/11/99,D,OBST C.S. Chris | TELFER S. Sarah,present but not counted,,101-250m,54,323491,6187769,-34.43651561,139.0788969,P,U03706,Lolium rigidum,GRAMINEAE,Wimmera Ryegrass,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus odorata / Eucalyptus leucoxylon ? Callitris preissii ? Eucalyptus fasciculosa Woodland,Kruschell/Jaegers RD 1.2 km ENE of Carrara Hill (summit),,N
OPP798594-51,OPP798594-51,OP,BDBSA RESERVES DATABASE,1/1/54,C,KRAEHENBUEHL D.N. Darrell,present but not counted,,101-250m,54,281184,6139950,-34.85927,138.60639,Y,K04781,Dodonaea viscosa ssp. spatulata,SAPINDACEAE,Sticky Hop-bush,,**REM** 1%,YATALA : PT 340,308 (HA),Y
OPP329036-1504408,OPP329036-1504408,OP,MLR GRID WEED SURVEYS (NPWSA),18/10/99,D,MITCHELL F. Fay,present but not counted,,101-250m,54,299822,6155978,-34.71868,138.81395,Y,C02237,Eucalyptus goniocalyx (NC),MYRTACEAE,Long-leaf Box,BRAUN_BLANQUET_DENSITY = 4,,694,Para Wirra (CP),Y
SUP15006-5,SUP15006-5,SU,NORTHERN SPENCER GULF,15/10/96,D,MALCOLM L.A. Louise | SMITH F.M. Felicity,present but not counted,,5-50m,53,778467,6419400,-32.32765,137.95814,Y,C04921,Dodonaea viscosa ssp. angustissima,SAPINDACEAE,Narrow-leaf Hop-bush,,,South side of ridge line up slope - 650m from T - junction.,The Dutchmans Stern (CP),Y
SUP15348-56,SUP15348-56,SU,TILLEY SWAMP,5/12/96,D,CROFT T.S. Tim,present but not counted,,51-100m,54,388534,5989793,-36.23031,139.75966,Y,M01618,Acacia spinescens,LEGUMINOSAE,Spiny Wattle,,,3.5km NE from Safari Homestead.,,Y
SUP10715-19,SUP10715-19,SU,REMNANT VEG OF STH FLEURIEU PENINSULA,19/3/88,D,NOT ENTERED - SEE ORIGINAL DATA  -,present but not counted,,,54,284472,6065278,-35.53272,138.6228,Y,Z02207,Calytrix tetragona,MYRTACEAE,Common Fringe-myrtle,,,,,Y
SUP16505-19021,SUP16505-19021,SU,NORTH  EASTERN EYRE PENINSULA,16/10/98,D,CARRUTHERS S.M. Sandy | KENNY S.D. Sue,present but not counted,,51-100m,53,704168,6351393,-32.95672,137.1843,Y,K15085,Lichen sp.,Major Group only -Lichens,,,,0.5 km south of sub station.,,Y
RVPE39992-2,RVPE39992-2,RV,,7/3/01,D,CLARK P.D. Peter | HIGGINS G.M. Graeme,present but not counted,,251-500m,53,420026,6435529,-32.21399215,134.1513517,P,Q11040,Vittadinia sp.,COMPOSITAE,New Holland Daisy,Collected using the DEWNR Roadside Vegetation Survey Methodology,Mixed Native sp. / Exotic sp. Grassland,Eyre Highway HWY 3.2 km ESE of Puntabie,,Y
OPP958978-96,OPP958978-96,OP,DEWNR FIRE MANAGEMENT RAMBLE OBS,4/11/19,D,SHEATH A Andrew | SLIPPER M. Mandy,Present but not counted,,501-1000m,54,301618,6158852,-34.69313,138.83423,Y,Y10644,Microtis sp.,ORCHIDACEAE,Onion-orchid,,,Para Wirra (Wirra Campground) B2 (FIMS 624),Para Wirra (CP),Y
OPP984478-23,OPP984478-23,OP,SA WATER LAND MANAGEMENT PLANS,26/9/16,D,MILNE T.I. Tim | CROFT T.S. Tim,Present but not counted,,5-50m,54,237646,6326383,-33.16962,138.18661,Y,M02698,Solanum simile,SOLANACEAE,Kangaroo Apple,Eucalyptus socialis mallee,,MA1,,Y
RVPU42804-53607,RVPU42804-53607,RV,,6/8/01,D,CLARK P.D. Peter,present but not counted,,101-250m,54,311509,6138957,-34.87429611,138.9376824,P,K04033,Cheilanthes austrotenuifolia,ADIANTACEAE,Annual Rock-fern,Collected using the DEWNR Roadside Vegetation Survey Methodology,Eucalyptus rubida ssp. rubida Open Forest,(723) URR 0.4 km WSW of Mount Torrens (summit),,Y
