"","dwc:catalogNumber","FLORACODE","dwc:samplingProtocol","SURVEYNAME","dwc:eventDate","DATEACCURACY","Date Accuracy Range","dwc:identifiedBy","dwc:individualCount","MUSEUMHERBMNR","RELIABDESC","AMGZONE","EASTING","NORTHING","dwc:decimalLatitude","dwc:decimalLongitude"," dwc:identificationVerificationStatus","dwc:scientificName","dwc:family","dwc:vernacularName","dwc:fieldNotes","dwc:Habitat","dwc:georeferenceRemarks","dwc:SamplingLocationRemarks","ISINDIGENOUSFLAG"
"640","OPP547253-94","OPP547253-94","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2014-07-23,"D","Day","BARRON P. Phil","present but not counted","","501-1000m",54,274076,6104889,-35.17358,138.51918,"verified","Melaleuca lanceolata","MYRTACEAE","Dryland Tea-tree","","","Onkaparinga River NP (Long Gully S15)","Onkaparinga River (NP)","Y"
"641","OPP561676-103","OPP561676-103","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2015-02-24,"D","Day","LASHMAR K. Kym","present but not counted","","1-10km",53,658726,6028296,-35.87673,136.75831,"verified","Microlaena stipoides var. stipoides","GRAMINEAE","Weeping Rice-grass","","Vegetation condition is generally excellent throughout with good uniform regeneration following the extensive fires of 2007 that burnt almost all of the site.","South-western area bounded by Shackle Road to the west and the East Melrose Track to the south.","Ravine des Casoars (WA)","Y"
"642","RVPO71746-316577","RVPO71746-316577","RV","",2003-10-02,"D","Day","BIRCHMORE N.J. Neal","present but not counted","","251-500m",54,268270,6184269,-34.45713166,138.4773798,"verification required","Salvia verbenaca var.","LABIATAE","Wild Sage","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus socialis +/- Mixed Eucalyptus spp. Mallee","Old Dublin RD 3.6 km WSW of Mallala","","N"
"643","SUP15352-65","SUP15352-65","SU","TILLEY SWAMP",1996-12-08,"D","Day","CROFT T.S. Tim","present but not counted","","51-100m",54,397832,5970481,-36.40541,139.86057,"verified","Tricoryne tenella","LILIACEAE","Tufted Yellow Rush-lily","","","3.5km NNW from Mia Mia Plains Homestead.","","Y"
"644","OPP958068-12","OPP958068-12","OP","F4F ECOLOGICAL MONITORING PROGRAM",2017-11-06,"D","Day","NICOL J. Jason","1","","5-50m",54,301072,6107686,-35.15408,138.81609,"verified","Typha domingensis","TYPHACEAE","Narrow-leaf Bulrush","","","Quarry rd","","Y"
"645","OPP651791-13","OPP651791-13","OP","CLLMM BIRD AND VEGETATION ASSESSMENT",2015-10-20,"D","Day","MILNE T.I. Tim","present but not counted","","251-500m",54,349910,6065035,-35.54698,139.34418,"verified","Trifolium arvense var. arvense","LEGUMINOSAE","Hare's-foot Clover","Spp RecordID:14828|","Nil habitat comments recorded.","|Source ProjectID:3|Source WaypointID:679|Access Notes:Split from 61|TreatID:Revegetated|Planted Year:2015|","","N"
"646","SUP3544-23","SUP3544-23","SU","MURRAY MALLEE",1990-07-27,"D","Day","ROBINSON A.C. Tony | KINNEAR A.J. (Sandy)","present but not counted","","5-50m",54,353215,6044163,-35.73559,139.37683,"verified","Spyridium subochreatum var. (NC)","RHAMNACEAE","Velvet Spyridium","","","6 km SE from Meningie.","","Y"
"647","OPP984495-35","OPP984495-35","OP","SA WATER LAND MANAGEMENT PLANS",2019-10-09,"D","Day","MILNE T.I. Tim | TELFER S. Sarah","Present but not counted","","5-50m",54,302896,6160177,-34.68144,138.84848,"verified","Avena barbata","GRAMINEAE","Bearded Oat","Eucalyptus camaldulensis Woodland","","B2-3","","N"
"648","OPP558457-2","OPP558457-2","OP","LOWAN MALLEE LAF FIELDWORK",2014-09-23,"D","Day","MCCALLUM M. Melissa | SANDERS P.F. Paula","present but not counted","","251-500m",54,495697,6145193,-34.83555,140.95294,"verified","Leptospermum coriaceum","MYRTACEAE","Dune Tea-tree","","","|Source ProjectID:20|Source WaypointID:3446|","","Y"
"649","OPP332538-1785206","OPP332538-1785206","OP","YUDNAPINNA AND LAKES",2007-03-27,"D","Day","JAY J. Justin | LANG P.J. Peter","present but not counted","","5-50m",53,729730,6503764,-31.57829,137.42081,"verified","Eucalyptus camaldulensis ssp.","MYRTACEAE","River Red Gum","","","Crest of sandy lunette on SSE side of Tobys Swamp.","","Y"
"650","OPP798704-140","OPP798704-140","OP","BDBSA RESERVES DATABASE",1990-01-01,"T","Decade","TAPLIN R.L. Rosemary","present but not counted","","1-10km",54,289872,6115029,-35.08564,138.69508,"verified","Pterostylis pedunculata","ORCHIDACEAE","Maroon-hood","","","","Scott Creek (CP)","Y"
"651","SUP9803-20","SUP9803-20","SU","FLINDERS MANAGEMENT REVIEW",1988-06-03,"D","Day","BELLETTE K.J. Kathryn | GOULD P. Paul","present but not counted","","",54,325523,6626679,-30.47947,139.18231,"verified","Panicum decompositum var. decompositum","GRAMINEAE","Native Millet","","","","Vulkathunha-Gammon Ranges (NP)","Y"
"652","OPP377365-109","OPP377365-109","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2009-04-29,"D","Day","PICKETT M.I. Marcus","present but not counted","","501-1000m",54,290359,6137612,-34.88227,138.7061,"verified","Chamaescilla corymbosa var. corymbosa","LILIACEAE","Blue Squill","","","Black Hill Buffer Zone A09 Prescribed Burn; Incident Number 200904114","Black Hill (CP)","Y"
"653","SUP10204-28","SUP10204-28","SU","FLINDERS MANAGEMENT REVIEW",1987-09-12,"D","Day","GREENWOOD G. Graeme | PITTS B. Brenda","present but not counted","","",54,304022,6540479,-31.25348,138.94189,"verified","Casuarina pauper","CASUARINACEAE","Black Oak","","","","","Y"
"654","SUP6639-18","SUP6639-18","SU","MT LOFTY",1986-04-24,"D","Day","VANAMOIS P. Peter","present but not counted","","",54,278422,6086528,-35.33996,138.56191,"verified","Leucopogon rufus","EPACRIDACEAE","Ruddy Beard-heath","","","","","Y"
"655","RVPE11754-2","RVPE11754-2","RV","",1998-11-19,"D","Day","CLARK P.D. Peter | BEVAN K. Kirsty","present but not counted","","101-250m",53,610221,6274430,-33.66430794,136.1888533,"verification required","Santalum acuminatum","SANTALACEAE","Quandong","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland","Lock - Cowell RD 8.1 km WNW of Rudall","","Y"
"656","OPP494151-1","OPP494151-1","OP","SAMDB NRMB PEST OPS",2011-05-11,"D","Day","BROCK S. Steve","present but not counted","","5-50m",54,374585,6160637,-34.68859,139.63083,"verified","Lycium ferocissimum","SOLANACEAE","African Boxthorn","DENSITY = 1 - 10 percent.SITE STATUS = Active.Source = Ranges to River.","","","","N"
"657","SUP12153-79","SUP12153-79","SU","STONY DESERTS",1994-11-18,"D","Day","ROBERTSON M.A. Meg | HOLMES A. Alice","present but not counted","","5-50m",54,353596,6740334,-29.45789,139.49027,"verified","Atriplex vesicaria","CHENOPODIACEAE","Bladder Saltbush","ID ?vesicaria","","5 km E from Meteor Bore.","","Y"
"658","RVPO83412-376801","RVPO83412-376801","RV","",2006-08-31,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","1-10km",54,454347,6082115,-35.40329884,140.4972218,"verification required","Hordeum leporinum","GRAMINEAE","Wall Barley-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland","Schroeter RD 8.4 km SSW of Lameroo","","N"
"659","SUP9923-1","SUP9923-1","SU","FLINDERS MANAGEMENT REVIEW",1986-09-22,"D","Day","BARBER D.R. Dennis | TYNAN R.W. Roger","present but not counted","","No entered",54,293622,6489879,-31.7079,138.82219,"verified","Codonocarpus pyramidalis","GYROSTEMONACEAE","Slender Bell-fruit","","","","","Y"
"660","OPP798436-4","OPP798436-4","OP","BDBSA RESERVES DATABASE",1988-03-29,"D","Day","CROFT T.S. Tim","present but not counted","","1-10km",54,471673,5941166,-36.6747,140.68298,"verified","Darwinia micropetala","MYRTACEAE","Small Darwinia","","**Birds** Suitable for Blue-winged Parrot Chestnut-rumped Hylacola Eastern Yellow-Robin Painted Button-Quail Red-tailed Black Cockatoo (Observed by landholder) and Yellow-tailed Black CockatooE fasciculosa woodland considered vulnerable in South East","HYNAM : 345 349 450 449","316 (HA)","Y"
"661","OPP377361-97","OPP377361-97","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2009-02-07,"D","Day","PICKETT M.I. Marcus","present but not counted","","251-500m",54,289909,6125595,-34.99045,138.69816,"verified","Prunella vulgaris","LABIATAE","Self-heal","","","Cleland S09a Prescribed Burn; Incident Number 200911002","Cleland (CP)","N"
"662","OPP958047-4","OPP958047-4","OP","F4F ECOLOGICAL MONITORING PROGRAM",2018-11-13,"D","Day","NICOL J. Jason","1","","5-50m",54,307853,6110279,-35.13204,138.89109,"verified","Cyperus gymnocaulos","CYPERACEAE","Spiny Flat-sedge","","","Upper Rodwell Creek","","Y"
"663","OPP492365-1","OPP492365-1","OP","SAMDB NRMB PEST OPS",2011-07-22,"D","Day","BROCK S. Steve","present but not counted","","5-50m",54,350337,6128074,-34.97886,139.36039,"verified","Lycium ferocissimum","SOLANACEAE","African Boxthorn","DENSITY = 1 - 10 percent.SITE STATUS = Active.Source = Ranges to River.western side of road","","","","N"
"664","SUP8524-7","SUP8524-7","SU","SOUTH OLARY PLAINS",1991-08-12,"D","Day","SMITH N.M. Nick | LANG P.J. Peter","present but not counted","","5-50m",54,415922,6331578,-33.1513,140.09843,"verified","Rhodanthe pygmaea","COMPOSITAE","Pigmy Daisy","","","1.8 km NE from Seven Mile Dam.","","Y"
"665","RVPO13276-52287","RVPO13276-52287","RV","",1998-11-30,"D","Day","PLAYFAIR R.M. Roger | PARRY K. Karen","present but not counted","","251-500m",54,253765,6372467,-32.75814429,138.3716331,"verification required","Asphodelus fistulosus","LILIACEAE","Onion Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland / Herbland dominated by alien species","Windy Plains RD 3.4 km SSE of Billy Foulis Hill (summit)","","N"
"666","RVPU40793-47884","RVPU40793-47884","RV","",2001-03-10,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","101-250m",53,540331,6345816,-33.02538201,135.4318614,"verification required","Austrostipa sp.","GRAMINEAE","Spear-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Eyre Highway HWY 2.2 km ESE of Pygery","","Y"
"667","OPP927180-8","OPP927180-8","OP","PINERY FIRE AREA FLORA AND FAUNA",2017-11-15,"M","Month","SHACKLEY A. Adrian","present but not counted","","51-100m",54,277196,6187196,-34.43272,138.57524,"verified","Maireana enchylaenoides","CHENOPODIACEAE","Wingless Fissure-plant","Uncultivated bank is mix of natives grasses and herbs and weeds (mainly annual grasses sour sob onion weed ). Area all burnt in Pinery Fire Nov 2015","","Section 1 Hd of Grace  east of Light River uncultivated steeper N facing slope close to N side of paddock","","Y"
"668","OPP441837-2","OPP441837-2","OP","MURRAY MALLEE 2012 LAF FIELDWORK",2012-10-22,"D","Day","MCCALLUM M. Melissa | CROFT T.S. Tim","present but not counted","","5-50m",54,406374,6094626,-35.28715,139.97039,"verified","Hibbertia riparia","DILLENIACEAE","Bristly Guinea-flower","","Eucalyptus incrassata +/- Eucalyptus socialis ssp. viridans +/- Eucalyptus leptophylla open Mallee low shrubs.","","915 (HA)","Y"
"669","RVPO40550-174908","RVPO40550-174908","RV","",2001-03-09,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","1-10km",53,520426,6357501,-32.9205337,135.2184635,"verification required","Asphodelus fistulosus","LILIACEAE","Onion Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Eyre Highway HWY 5.9 km WNW of Yaninee","","N"
"670","SUP17158-52231","SUP17158-52231","SU","NORTH WESTERN EYRE PENINSULA",1999-10-20,"D","Day","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","present but not counted","","5-50m",53,517386,6315154,-33.30257,135.18675,"verified","Melaleuca lanceolata","MYRTACEAE","Dryland Tea-tree","","","From Mt Wedge drive 9.4 km to left track Diamond Valley Rd 8.6 km to grid and gate right 1.9 km to gate and 2 windmills 2.8 km to site MTW00501. On bend 4.3 km to GPS location on sandy rise in open low mallee. Walk in 50 m.","850 (HA)","Y"
"671","OPP479076-1","OPP479076-1","OP","KANGAROO ISLAND WEEDS REGISTER",2010-05-14,"D","Day","STRONG M. Mathew","present but not counted","","5-50m",53,732245,6042700,-35.73232,137.56792,"verified","Asparagus declinatus","LILIACEAE","","Juvenile.","","","","N"
"672","RVPU70817-96714","RVPU70817-96714","RV","",2003-10-07,"D","Day","MASON S.J. Sam | OBST C.S. Chris","present but not counted","","501-1000m",54,449101,6134942,-34.92671853,140.4427143,"verification required","Leptospermum coriaceum","MYRTACEAE","Dune Tea-tree","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus phenax/ E. leptophylla Mallee","Billiatt Conservation Park RD 11.4 km SSE of Schell Well","","Y"
"673","OPP799253-6","OPP799253-6","OP","BDBSA RESERVES DATABASE",1987-05-07,"D","Day","LANG P.J. Peter","present but not counted","","1-10km",54,417813,6139594,-34.88272,140.10063,"verified","Dampiera lanceolata var. lanceolata","GOODENIACEAE","Grooved Dampiera","","** birds** suitable forchestnut quailthrush malleefowl white-winged chough(observed on inspection) grey currawong yellow-rumped pardalote(observed on inspection) mallee ringneck purple-gaped hon**Environmental Association** 36%(Billiatt=2.3.5)4%(Ku","MCPHERSON : 5","327 (HA)","Y"
"674","SUP17350-57716","SUP17350-57716","SU","MID NORTH RESERVES (NCSSA)",1997-11-30,"D","Day","ROBERTSON M.A. Meg | THOMAS P.B. PAUL","present but not counted","","51-100m",54,303622,6320379,-33.23772,138.89233,"verified","Atriplex stipitata","CHENOPODIACEAE","Bitter Saltbush","","","Turn east into Whyte Yarcowie at pub - turn south at Fifth Street - east at northern end of Forest Reserve - around 90 degree bend and turn east.","","Y"
"675","OPP800624-43","OPP800624-43","OP","BDBSA RESERVES DATABASE",1990-01-01,"T","Decade","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","present but not counted","","501-1000m",54,253803,6063823,-35.53869,138.28441,"verified","Burchardia umbellata","LILIACEAE","Milkmaids","","","On Spring Road off Range Road Second Valley Forest Reserve. Formerly SF43 Springs Road NFR.","","Y"
"676","OPP445310-1","OPP445310-1","OP","TRANSPORT ROADS WEED MANAGEMENT PLAN",2010-01-01,"T","Decade","DEPT PLANNING TRANSPORT & INFRASTRU","present but not counted","","No entered",53,535753,6291767,-33.51306,135.38497,"verified","Gazania sp.","COMPOSITAE","Gazania","Level = Group.BothCookie sprayed in 10/11 and again in 11/11","","Elliston Lock Road","","N"
"677","RVPO63426-271250","RVPO63426-271250","RV","",2002-10-21,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","251-500m",54,417757,6216563,-34.18868213,140.1074611,"verification required","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Species Grassland","Sturt HWY 2.5 km ESE of Lowbank","","N"
"678","RVPU57053-70633","RVPU57053-70633","RV","",2002-09-26,"D","Day","PRYDE C. A. Cathy | ANDERSON R.J. Bob","present but not counted","","501-1000m",54,467708,5815480,-37.80749414,140.6331576,"verification required","Pteridium esculentum ssp. esculentum","DENNSTAEDTIACEAE","Bracken Fern","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus obliqua / E. ovata +/- Acacia melanoxylon Woodland","Mount Gambier to Millicent RAIL 3.7 km WNW of Compton","","Y"
"679","RVPO66317-288582","RVPO66317-288582","RV","",2002-09-13,"D","Day","SMYTH J. John | O'CONNOR H. Hazel","present but not counted","","",NA,NA,NA,NA,NA,"verification required","Senecio pterophorus","COMPOSITAE","African Daisy","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus petiolaris +/- Allocasuarina verticillata +/- Acacia pycnantha Woodland","Pope DR","","N"
"680","OPP800840-5","OPP800840-5","OP","BDBSA RESERVES DATABASE",1989-01-01,"C","Century","BATES R.J. Rob","present but not counted","","1-10km",54,320706,6101172,-35.21648,139.0301,"verified","Pterostylis nana","ORCHIDACEAE","Dwarf Greenhood","Recorded as Pterostylis nana complex","","FREELING : 288/289","702 (HA)","Y"
"681","RVPO14263-57547","RVPO14263-57547","RV","",1998-12-14,"D","Day","O'CONNOR P.J. Patrick | MIBUS R. RAELENE","present but not counted","","1-10km",54,439393,6184691,-34.47758375,140.3399939,"verification required","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus gracilis / E. oleosa Mallee with shrubby understorey","Angaston to Loxton RD 4.1 km ENE of Wunkar","","N"
"682","RVPU17012-13252","RVPU17012-13252","RV","",1999-08-01,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","51-100m",53,549579,6196857,-34.36846167,135.5392108,"verification required","Xanthorrhoea semiplana ssp.","LILIACEAE","Yacca","Collected using the DEWNR Roadside Vegetation Survey Methodology","Melaleuca uncinata Shrubland","Gap RD 1.6 km SSW of North Block (summit)","","Y"
"683","RVPU40181-45929","RVPU40181-45929","RV","",2001-03-07,"D","Day","CLARK P.D. Peter | HIGGINS G.M. Graeme","present but not counted","","101-250m",53,447233,6413832,-32.41132733,134.4388437,"verification required","Pittosporum angustifolium","PITTOSPORACEAE","Native Apricot","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Eyre Highway HWY 8.2 km NNE of Petina","","Y"
"684","OPP52379-1781530-AD99750237","OPP52379-1781530-AD99750237","OP","STONY DESERTS",1995-11-22,"D","Day","ROBINSON A.C. Tony | O'CONNOR P.J. Patrick","present but not counted","AD99750237","1-10km",53,549400,7050000,-26.67017,135.49646,"verified","Dentella pulvinata","RUBIACEAE","","","","","Witjira (NP)","Y"
"685","OPP609163-1","OPP609163-1","OP","DEFEATING THE WEED MENACE-ONGROUND WORKS",2014-05-19,"D","Day","NOT ENTERED - SEE ORIGINAL DATA  -","1","","5-50m",54,391121,5880207,-37.21828,139.77282,"verified","Lycium ferocissimum","SOLANACEAE","African Boxthorn","treated with grasslan applied. Herbicide applied from helicopter","","","Little Dip (CP)","N"
"686","RVPO27505-121261","RVPO27505-121261","RV","",1999-12-01,"D","Day","WARD M.J. Mathew | O'CONNOR P.J. Patrick","present but not counted","","501-1000m",54,476906,5804317,-37.90838626,140.7372921,"verification required","Bromus diandrus (NC)","GRAMINEAE","Great Brome","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland dominated by alien species","Port MacDonnell RD 2.1 km SSW of Bucks Hill (summit)","","N"
"687","OPP845138-50","OPP845138-50","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS",2019-01-08,"D","Day","PICKETT M.I. Marcus","Present but not counted","","251-500m",54,292300,6119150,-35.04902,138.72272,"verified","Centrolepis aristata","CENTROLEPIDACEAE","Pointed Centrolepis","","See other comments","Longwood (Woolcock Rd) FIMS ID 612 (3.5 km WSW of Mylor)","","Y"
"688","RVPU80122-121471","RVPU80122-121471","RV","",2004-07-28,"D","Day","POUND L.M. Leanne | OBST C.S. Chris","present but not counted","","251-500m",54,422013,6100492,-35.23560379,140.1429078,"verification required","Callitris verrucosa","CUPRESSACEAE","Scrub Cypress Pine","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus incrassata / E. socialis Mallee","Docking / Gino RD 7.7 km SSW of Marama","","Y"
